case_id,date,crime_type,district,latitude,longitude,offender_age,offender_gender,victim_age,victim_gender,time_of_day,season,prior_offenses,recidivism,severity_score,arrest_made,weapon_used,gang_related
CASE00207,2020-02-21,Theft,East,13.014887,77.503706,46,Male,66,Male,Afternoon,Winter,1,No,6.46,Yes,No,Yes
CASE00208,2020-02-21,Fraud,South,12.927577,77.528724,21,Female,25,Female,Night,Winter,6,No,4.69,No,Yes,No
CASE00209,2020-02-22,Theft,Downtown,13.037753,77.63159,36,Male,30,Male,Night,Spring,9,No,3.81,Yes,No,No
CASE00210,2020-02-22,Theft,Southwest,13.079549,77.645495,41,Female,60,Female,Morning,Spring,9,No,9.2,No,No,No
CASE00211,2020-02-22,Robbery,Northwest,13.049036,77.657301,34,Male,30,Female,Evening,Summer,6,Yes,9.72,Yes,No,No
CASE00212,2020-02-22,Vandalism,Northeast,12.915288,77.548742,43,Female,69,Male,Night,Autumn,9,Yes,5.47,No,No,No
CASE00213,2020-02-23,Fraud,North,13.079177,77.561179,23,Male,60,Male,Night,Summer,4,Yes,3.61,Yes,No,Yes
CASE00214,2020-02-23,Assault,Central,13.058786,77.596627,29,Male,30,Female,Night,Summer,9,Yes,7.93,Yes,No,No
CASE00215,2020-02-23,Vandalism,East,12.931661,77.512637,39,Male,15,Male,Night,Winter,5,No,2.19,Yes,No,No
CASE00216,2020-02-23,Assault,North,12.910357,77.622228,63,Male,74,Male,Afternoon,Spring,0,No,7.89,Yes,No,Yes
CASE00217,2020-02-24,Assault,West,13.011462,77.696747,59,Male,67,Male,Evening,Autumn,3,Yes,8.37,No,No,Yes
CASE00218,2020-02-24,Vandalism,South,12.931207,77.572161,52,Male,15,Female,Night,Summer,3,No,2.12,Yes,No,No
CASE00219,2020-02-24,Fraud,South,13.066918,77.650569,41,Male,74,Female,Night,Autumn,7,Yes,9.79,No,Yes,No
CASE00220,2020-02-24,Drug Offense,East,12.971667,77.600007,46,Male,43,Female,Night,Winter,1,Yes,9.87,No,Yes,No
CASE00221,2020-02-25,Fraud,Southeast,13.082578,77.525562,47,Female,65,Male,Night,Summer,0,No,9.43,No,Yes,No
CASE00222,2020-02-25,Robbery,Southeast,13.013138,77.616447,56,Female,12,Female,Morning,Spring,6,No,5.46,No,No,No
CASE00223,2020-02-25,Theft,Northwest,12.936534,77.559975,17,Male,51,Female,Night,Summer,5,Yes,3.21,Yes,No,Yes
CASE00224,2020-02-25,Burglary,Northeast,12.92792,77.506881,40,Male,71,Male,Night,Winter,4,Yes,6.24,Yes,No,No
CASE00225,2020-02-26,Assault,Southwest,13.015294,77.626986,59,Female,15,Female,Night,Summer,7,No,4.78,No,No,No
CASE00226,2020-02-26,Assault,West,13.052377,77.671786,17,Male,15,Female,Morning,Winter,1,Yes,2.85,No,No,No
CASE00227,2020-02-26,Kidnapping,North,13.056301,77.568954,57,Male,72,Female,Afternoon,Summer,1,No,4.81,No,Yes,No
CASE00228,2020-02-26,Burglary,Southeast,12.955151,77.578059,16,Male,29,Male,Morning,Autumn,8,No,6.98,No,Yes,Yes
CASE00229,2020-02-27,Sexual Offense,Northwest,12.940849,77.678204,51,Male,30,Male,Night,Spring,0,Yes,1.64,Yes,No,No
CASE00230,2020-02-27,Fraud,Northwest,12.903351,77.662722,27,Male,11,Male,Afternoon,Winter,5,No,4.0,No,No,No
CASE00231,2020-02-27,Drug Offense,East,13.03584,77.642991,24,Male,65,Male,Night,Autumn,2,Yes,1.16,No,Yes,No
CASE00232,2020-02-27,Robbery,West,12.915314,77.549759,51,Male,19,Female,Afternoon,Winter,4,No,7.75,Yes,No,No
CASE00233,2020-02-28,Fraud,Downtown,12.984152,77.682043,56,Male,79,Male,Night,Summer,7,No,6.77,No,No,No
CASE00234,2020-02-28,Robbery,Southwest,13.020336,77.530883,43,Female,32,Female,Night,Winter,6,No,1.56,Yes,No,No
CASE00235,2020-02-28,Theft,Northeast,13.087422,77.625354,53,Male,39,Male,Afternoon,Winter,3,No,9.68,Yes,Yes,No
CASE00236,2020-02-28,Vandalism,Central,12.96236,77.50576,48,Male,46,Male,Afternoon,Spring,7,No,1.2,No,No,No
CASE00237,2020-02-29,Assault,East,12.949954,77.628744,57,Male,64,Female,Night,Autumn,9,Yes,6.31,No,Yes,No
CASE00238,2020-02-29,Theft,Southwest,13.030832,77.555429,61,Male,58,Male,Morning,Summer,1,No,7.99,No,No,No
CASE00239,2020-02-29,Fraud,Central,13.023848,77.589935,37,Male,43,Female,Morning,Spring,6,No,8.09,No,No,No
CASE00240,2020-02-29,Theft,Central,12.966422,77.569053,40,Male,53,Male,Morning,Winter,4,No,1.31,Yes,No,No
CASE00241,2020-03-01,Sexual Offense,West,13.08562,77.534551,33,Male,31,Male,Morning,Spring,5,No,9.16,No,No,No
CASE00242,2020-03-01,Kidnapping,West,13.068972,77.624396,21,Male,40,Female,Afternoon,Winter,2,Yes,9.27,Yes,Yes,Yes
CASE00243,2020-03-01,Sexual Offense,North,12.944797,77.676395,33,Male,16,Female,Afternoon,Summer,9,No,6.05,Yes,Yes,No
CASE00244,2020-03-01,Burglary,Northwest,12.947829,77.691817,31,Male,30,Male,Morning,Winter,6,No,5.34,Yes,No,No
CASE00245,2020-03-02,Theft,Southwest,13.00246,77.538469,30,Female,25,Male,Evening,Spring,6,No,1.4,No,No,Yes
CASE00246,2020-03-02,Sexual Offense,East,13.054714,77.643475,63,Male,29,Female,Evening,Spring,1,No,6.06,Yes,Yes,Yes
CASE00247,2020-03-02,Burglary,South,12.908808,77.632868,23,Male,52,Unknown,Evening,Winter,0,No,4.68,No,No,No
CASE00248,2020-03-02,Kidnapping,East,13.038667,77.568676,28,Male,53,Female,Night,Autumn,9,No,7.96,No,Yes,No
CASE00249,2020-03-03,Kidnapping,North,13.029647,77.50382,58,Male,56,Male,Morning,Spring,1,Yes,4.63,Yes,Yes,No
CASE00250,2020-03-03,Homicide,Northeast,12.946296,77.637958,22,Female,28,Unknown,Night,Autumn,7,No,7.15,No,No,No
CASE00251,2020-03-03,Assault,Northwest,13.036271,77.689099,32,Male,57,Male,Afternoon,Autumn,9,No,1.91,Yes,No,Yes
CASE00252,2020-03-03,Burglary,South,13.088037,77.626424,47,Male,78,Male,Afternoon,Autumn,2,No,2.2,Yes,No,No
CASE00253,2020-03-04,Homicide,Southeast,12.909357,77.587059,37,Male,20,Female,Evening,Autumn,3,No,2.26,No,No,No
CASE00254,2020-03-04,Assault,Northeast,12.96393,77.605031,28,Male,38,Male,Evening,Spring,7,No,1.41,Yes,No,No
CASE00255,2020-03-04,Theft,West,12.987635,77.539926,62,Male,54,Male,Afternoon,Spring,2,Yes,5.87,No,No,No
CASE00256,2020-03-04,Robbery,Central,13.079852,77.650109,38,Male,77,Male,Evening,Autumn,5,No,8.15,No,No,No
CASE00257,2020-03-05,Sexual Offense,Southeast,13.092452,77.649284,44,Male,45,Male,Evening,Spring,1,Yes,6.49,Yes,No,No
CASE00258,2020-03-05,Vandalism,East,12.988823,77.529103,37,Unknown,57,Female,Afternoon,Autumn,2,No,6.17,No,Yes,No
CASE00259,2020-03-05,Fraud,East,13.050006,77.675596,16,Male,24,Female,Night,Autumn,0,No,7.13,Yes,No,No
CASE00260,2020-03-05,Theft,West,13.006332,77.553838,44,Male,53,Male,Evening,Autumn,8,No,4.06,Yes,No,No
CASE00261,2020-03-06,Fraud,North,13.007557,77.696451,63,Unknown,76,Female,Night,Winter,3,No,4.26,Yes,No,No
CASE00262,2020-03-06,Kidnapping,Southwest,12.95562,77.576581,20,Female,49,Female,Evening,Summer,5,No,3.83,Yes,Yes,No
CASE00263,2020-03-06,Theft,Southeast,12.943391,77.535577,50,Male,23,Female,Morning,Spring,6,Yes,7.41,Yes,Yes,Yes
CASE00264,2020-03-06,Robbery,Southeast,12.957601,77.570344,25,Male,72,Male,Night,Spring,1,Yes,2.45,No,Yes,No
CASE00265,2020-03-07,Homicide,Downtown,13.011266,77.588036,34,Female,60,Unknown,Night,Autumn,7,Yes,1.12,Yes,No,No
CASE00266,2020-03-07,Vandalism,Northeast,12.905831,77.513862,52,Male,67,Female,Evening,Winter,8,No,6.37,No,No,No
CASE00267,2020-03-07,Vandalism,Northwest,13.08145,77.615644,22,Male,24,Male,Night,Winter,9,Yes,9.48,Yes,No,No
CASE00268,2020-03-07,Vandalism,Northeast,12.931257,77.619526,61,Female,74,Male,Morning,Spring,1,No,6.48,Yes,No,No
CASE00269,2020-03-08,Burglary,Southwest,12.944018,77.647786,50,Male,64,Male,Afternoon,Autumn,4,No,8.05,Yes,No,No
CASE00270,2020-03-08,Assault,East,13.003655,77.505834,60,Male,19,Female,Morning,Spring,1,No,7.06,No,No,No
CASE00271,2020-03-08,Drug Offense,East,13.042023,77.608248,28,Male,51,Male,Afternoon,Autumn,4,Yes,5.48,Yes,Yes,No
CASE00272,2020-03-08,Drug Offense,East,12.919146,77.510581,25,Male,20,Female,Morning,Autumn,6,Yes,7.47,Yes,Yes,No
CASE00273,2020-03-09,Homicide,Downtown,12.963539,77.640229,17,Female,25,Male,Morning,Summer,5,Yes,8.42,Yes,No,No
CASE00274,2020-03-09,Sexual Offense,East,13.093735,77.511146,21,Male,28,Female,Night,Autumn,3,No,3.02,No,Yes,No
CASE00275,2020-03-09,Robbery,Southwest,12.952469,77.682346,23,Female,40,Male,Morning,Summer,1,Yes,4.03,Yes,No,No
CASE00276,2020-03-09,Robbery,West,12.96261,77.640417,51,Male,62,Female,Evening,Spring,6,No,3.01,No,No,Yes
CASE00277,2020-03-10,Drug Offense,Northwest,13.0673,77.601478,40,Male,17,Female,Evening,Spring,9,No,5.07,Yes,Yes,No
CASE00278,2020-03-10,Fraud,Southwest,12.910043,77.588301,59,Male,33,Male,Evening,Winter,8,Yes,8.97,No,No,No
CASE00279,2020-03-10,Vandalism,Northwest,12.992923,77.526135,62,Male,17,Male,Evening,Summer,0,No,4.11,Yes,No,No
CASE00280,2020-03-10,Drug Offense,Southwest,12.975923,77.5582,55,Female,57,Male,Night,Spring,2,No,4.37,Yes,Yes,No
CASE00281,2020-03-11,Sexual Offense,East,12.963317,77.673792,22,Male,39,Female,Evening,Summer,6,No,8.74,Yes,No,No
CASE00282,2020-03-11,Assault,West,12.95714,77.680891,61,Male,67,Female,Morning,Spring,8,Yes,5.64,No,No,Yes
CASE00283,2020-03-11,Burglary,Southeast,12.918275,77.50015,38,Male,64,Male,Evening,Summer,4,Yes,5.82,Yes,No,No
CASE00284,2020-03-11,Theft,Northeast,12.962965,77.618827,34,Female,71,Male,Night,Summer,6,Yes,8.75,No,No,No
CASE00285,2020-03-12,Fraud,Central,12.90861,77.64386,61,Male,57,Male,Afternoon,Autumn,9,No,5.41,Yes,No,No
CASE00286,2020-03-12,Theft,West,13.056193,77.623749,37,Male,13,Female,Morning,Spring,6,No,7.13,Yes,No,No
CASE00287,2020-03-12,Burglary,Southeast,12.979646,77.516336,28,Male,46,Female,Morning,Winter,3,No,1.77,Yes,Yes,Yes
CASE00288,2020-03-12,Robbery,North,12.988781,77.543545,36,Male,17,Female,Night,Autumn,4,No,2.61,Yes,No,No
CASE00289,2020-03-13,Assault,Southwest,13.078719,77.550068,16,Male,10,Male,Afternoon,Winter,1,Yes,4.64,No,No,No
CASE00290,2020-03-13,Fraud,North,13.031611,77.666345,34,Male,79,Male,Evening,Summer,7,Yes,5.45,No,No,No
CASE00291,2020-03-13,Theft,Southeast,12.901612,77.59264,48,Female,56,Unknown,Afternoon,Autumn,0,No,9.69,No,No,No
CASE00292,2020-03-13,Theft,West,13.088635,77.597366,19,Male,14,Male,Morning,Summer,1,Yes,9.74,No,Yes,No
CASE00293,2020-03-14,Drug Offense,Southwest,12.947429,77.686979,57,Male,59,Female,Morning,Spring,2,Yes,8.66,Yes,No,No
CASE00294,2020-03-14,Burglary,Central,12.921523,77.627417,18,Male,33,Male,Morning,Spring,6,No,3.84,No,No,No
CASE00295,2020-03-14,Theft,East,13.053626,77.679734,42,Male,56,Male,Afternoon,Winter,5,Yes,9.68,Yes,No,No
CASE00296,2020-03-14,Robbery,Southwest,13.000095,77.591302,56,Female,27,Female,Evening,Spring,6,No,7.2,No,No,No
CASE00297,2020-03-15,Drug Offense,Southwest,12.986754,77.529887,50,Male,37,Unknown,Morning,Winter,4,Yes,4.54,Yes,No,No
CASE00298,2020-03-15,Assault,West,12.949901,77.685987,43,Male,14,Unknown,Night,Summer,3,No,7.32,No,No,Yes
CASE00299,2020-03-15,Fraud,West,13.009494,77.591741,21,Male,39,Male,Evening,Autumn,6,No,1.15,No,No,No
CASE00300,2020-03-15,Theft,Southeast,12.954877,77.536326,21,Male,10,Male,Morning,Spring,2,Yes,2.32,No,No,Yes
CASE00301,2020-03-16,Theft,South,13.080317,77.560479,59,Male,55,Female,Evening,Summer,9,No,8.47,Yes,No,No
CASE00302,2020-03-16,Robbery,Southwest,12.943041,77.510161,38,Male,78,Female,Night,Autumn,6,No,6.81,Yes,No,No
CASE00303,2020-03-16,Robbery,Northeast,13.076871,77.59366,48,Male,40,Female,Afternoon,Summer,1,No,4.28,Yes,No,No
CASE00304,2020-03-16,Fraud,Southwest,13.011881,77.670626,31,Female,79,Male,Morning,Winter,7,Yes,5.51,No,Yes,Yes
CASE00305,2020-03-17,Vandalism,Southeast,13.065698,77.686716,39,Male,65,Unknown,Night,Summer,5,No,9.15,No,No,No
CASE00306,2020-03-17,Kidnapping,Northwest,13.042569,77.68652,20,Male,37,Female,Morning,Winter,2,No,6.68,Yes,No,No
CASE00307,2020-03-17,Robbery,North,13.039339,77.525046,56,Female,25,Female,Morning,Winter,2,No,4.58,Yes,No,Yes
CASE00308,2020-03-17,Assault,East,12.964869,77.576411,57,Male,63,Female,Afternoon,Spring,4,No,2.08,Yes,No,No
CASE00309,2020-03-18,Drug Offense,South,12.946779,77.505646,28,Male,62,Male,Afternoon,Winter,2,No,3.64,No,Yes,No
CASE00310,2020-03-18,Assault,Central,12.942177,77.671033,62,Male,21,Unknown,Evening,Winter,5,No,9.81,Yes,Yes,Yes
CASE00311,2020-03-18,Burglary,Central,13.071438,77.571751,27,Male,29,Female,Night,Summer,1,No,4.94,No,No,No
CASE00312,2020-03-18,Theft,Central,13.064085,77.626223,20,Male,43,Female,Night,Winter,7,Yes,5.25,Yes,No,No
CASE00313,2020-03-19,Theft,West,12.988115,77.64298,52,Male,62,Unknown,Afternoon,Winter,8,No,5.49,Yes,Yes,No
CASE00314,2020-03-19,Kidnapping,Central,12.926481,77.585969,46,Female,73,Female,Morning,Summer,6,No,8.96,No,No,No
CASE00315,2020-03-19,Drug Offense,East,12.97645,77.561288,43,Male,32,Female,Evening,Autumn,2,No,6.44,Yes,No,No
CASE00316,2020-03-19,Vandalism,North,13.023869,77.692443,43,Male,36,Male,Afternoon,Spring,9,No,7.24,Yes,No,Yes
CASE00317,2020-03-20,Burglary,Central,12.990881,77.692898,45,Male,26,Male,Evening,Summer,3,No,4.5,Yes,Yes,No
CASE00318,2020-03-20,Theft,Southwest,13.056038,77.557887,33,Male,57,Male,Evening,Winter,9,No,1.26,Yes,Yes,No
CASE00319,2020-03-20,Theft,Southwest,13.099525,77.595925,59,Male,30,Male,Night,Summer,1,Yes,9.38,No,No,No
CASE00320,2020-03-20,Assault,West,12.938226,77.694569,42,Male,59,Male,Evening,Autumn,8,Yes,9.54,Yes,Yes,No
CASE00321,2020-03-21,Robbery,East,12.99193,77.500974,50,Male,49,Male,Night,Summer,4,No,9.54,No,No,Yes
CASE00322,2020-03-21,Vandalism,North,12.986197,77.582536,41,Female,12,Male,Morning,Summer,1,No,9.49,Yes,Yes,Yes
CASE00323,2020-03-21,Fraud,South,12.960899,77.520092,54,Male,26,Male,Morning,Summer,9,No,8.34,No,No,No
CASE00324,2020-03-21,Assault,Southeast,12.939619,77.601832,64,Male,70,Male,Afternoon,Summer,5,Yes,7.16,No,No,Yes
CASE00325,2020-03-22,Kidnapping,North,12.913138,77.504934,33,Female,59,Male,Morning,Winter,6,No,8.6,No,No,No
CASE00326,2020-03-22,Vandalism,Southeast,13.077424,77.58138,48,Male,15,Female,Night,Summer,1,No,6.4,No,Yes,No
CASE00327,2020-03-22,Robbery,Northwest,12.98397,77.54414,40,Female,37,Female,Evening,Autumn,0,Yes,2.21,Yes,No,No
CASE00328,2020-03-22,Fraud,Southeast,12.999379,77.606662,46,Female,64,Male,Evening,Summer,6,No,4.52,Yes,No,No
CASE00329,2020-03-23,Burglary,Northeast,13.083388,77.699199,52,Male,67,Female,Morning,Summer,0,No,9.74,No,Yes,No
CASE00330,2020-03-23,Assault,Southwest,13.055258,77.660107,17,Unknown,54,Female,Night,Winter,2,No,4.16,Yes,No,Yes
CASE00331,2020-03-23,Burglary,East,12.9261,77.669128,48,Male,28,Male,Evening,Winter,3,No,8.81,Yes,No,No
CASE00332,2020-03-23,Drug Offense,Downtown,13.013084,77.627053,54,Male,38,Female,Morning,Summer,1,No,1.84,Yes,No,No
CASE00333,2020-03-24,Theft,West,12.98845,77.508312,58,Female,32,Unknown,Night,Winter,6,No,4.01,Yes,Yes,No
CASE00334,2020-03-24,Theft,Northeast,13.059442,77.54136,58,Male,41,Female,Night,Winter,4,No,4.16,Yes,Yes,No
CASE00335,2020-03-24,Theft,Southeast,13.044847,77.685013,47,Male,19,Male,Evening,Summer,0,No,1.46,Yes,Yes,No
CASE00336,2020-03-24,Theft,Central,13.038081,77.573223,33,Male,58,Female,Afternoon,Winter,7,No,2.07,Yes,No,No
CASE00337,2020-03-25,Homicide,East,12.968109,77.520727,32,Female,74,Male,Afternoon,Spring,9,No,2.74,No,No,Yes
CASE00338,2020-03-25,Vandalism,Northeast,13.060993,77.640481,49,Female,38,Female,Night,Spring,6,No,8.54,Yes,No,No
CASE00339,2020-03-25,Robbery,West,12.910478,77.559892,54,Male,68,Unknown,Night,Spring,3,Yes,1.57,No,No,No
CASE00340,2020-03-25,Theft,Southwest,12.931925,77.553771,22,Unknown,54,Female,Morning,Winter,1,No,3.69,Yes,Yes,No
CASE00341,2020-03-26,Robbery,East,12.967125,77.699595,57,Male,76,Female,Night,Spring,6,Yes,1.09,No,No,No
CASE00342,2020-03-26,Robbery,West,12.915361,77.671628,50,Male,60,Male,Morning,Autumn,1,No,7.26,Yes,Yes,No
CASE00343,2020-03-26,Theft,Northwest,12.946999,77.581588,45,Male,20,Unknown,Morning,Spring,5,Yes,6.58,Yes,Yes,No
CASE00344,2020-03-26,Burglary,Northwest,13.06603,77.696052,27,Female,15,Female,Morning,Autumn,0,Yes,6.8,Yes,Yes,No
CASE00345,2020-03-27,Burglary,West,13.08965,77.630023,50,Male,76,Male,Night,Winter,6,No,4.37,Yes,Yes,No
CASE00346,2020-03-27,Fraud,Northeast,12.96092,77.648404,26,Male,71,Female,Night,Spring,6,No,2.87,No,No,No
CASE00347,2020-03-27,Fraud,East,12.952903,77.506303,59,Female,14,Male,Morning,Autumn,3,No,7.48,No,No,No
CASE00348,2020-03-27,Theft,Northeast,12.955979,77.524321,19,Unknown,18,Male,Evening,Winter,3,No,8.3,Yes,Yes,No
CASE00349,2020-03-28,Burglary,South,12.955544,77.626617,40,Male,37,Female,Night,Spring,9,No,2.25,Yes,No,No
CASE00350,2020-03-28,Fraud,Southeast,12.907186,77.679805,63,Male,47,Male,Afternoon,Summer,4,No,5.38,Yes,No,No
CASE00351,2020-03-28,Robbery,South,13.085383,77.624749,47,Unknown,52,Female,Evening,Spring,1,No,3.24,Yes,Yes,No
CASE00352,2020-03-28,Homicide,Northwest,12.94274,77.526805,35,Female,30,Male,Afternoon,Spring,8,No,2.51,Yes,Yes,No
CASE00353,2020-03-29,Fraud,Southwest,12.984001,77.523152,46,Male,71,Male,Night,Spring,9,Yes,7.61,No,No,No
CASE00354,2020-03-29,Theft,North,12.901937,77.668837,19,Female,55,Unknown,Evening,Summer,3,No,5.84,Yes,No,No
CASE00355,2020-03-29,Theft,Southeast,13.071591,77.52786,53,Female,79,Male,Night,Autumn,8,No,2.95,No,No,No
CASE00356,2020-03-29,Fraud,Northwest,13.046231,77.604046,62,Female,47,Female,Night,Autumn,2,No,3.79,No,No,No
CASE00357,2020-03-30,Theft,Northeast,13.089351,77.507423,16,Female,58,Female,Evening,Summer,8,Yes,9.7,No,No,No
CASE00358,2020-03-30,Fraud,Northeast,13.056323,77.516134,18,Male,48,Female,Night,Spring,0,No,8.64,Yes,No,No
CASE00359,2020-03-30,Sexual Offense,Northeast,12.962741,77.63447,52,Male,39,Female,Evening,Spring,6,No,8.92,No,No,No
CASE00360,2020-03-30,Fraud,Southwest,12.949575,77.637836,37,Male,30,Female,Night,Spring,3,No,5.14,No,No,No
CASE00361,2020-03-31,Burglary,South,13.039543,77.568294,32,Male,10,Male,Morning,Autumn,6,No,6.61,Yes,No,No
CASE00362,2020-03-31,Fraud,North,12.972823,77.543122,29,Female,41,Female,Afternoon,Autumn,9,No,4.39,Yes,No,Yes
CASE00363,2020-03-31,Burglary,Northeast,13.013243,77.662742,56,Unknown,17,Male,Morning,Summer,5,Yes,1.7,No,Yes,Yes
CASE00364,2020-03-31,Robbery,Downtown,12.901251,77.543421,50,Male,78,Female,Night,Winter,3,No,4.61,No,No,Yes
CASE00365,2020-04-01,Sexual Offense,Southeast,12.912377,77.608405,28,Male,39,Unknown,Night,Summer,3,No,6.35,Yes,No,No
CASE00366,2020-04-01,Burglary,East,13.007074,77.693642,50,Male,17,Female,Night,Autumn,7,No,3.58,Yes,No,No
CASE00367,2020-04-01,Kidnapping,Downtown,13.013214,77.52957,58,Male,28,Female,Morning,Spring,6,Yes,8.63,Yes,Yes,No
CASE00368,2020-04-01,Sexual Offense,North,13.050291,77.688175,17,Male,68,Female,Night,Spring,3,No,2.36,Yes,No,Yes
CASE00369,2020-04-02,Theft,Southwest,12.926393,77.536579,62,Male,64,Female,Evening,Spring,5,No,4.3,Yes,No,No
CASE00370,2020-04-02,Theft,North,13.002637,77.613489,28,Male,39,Female,Afternoon,Spring,5,No,2.12,Yes,No,Yes
CASE00371,2020-04-02,Theft,East,12.93889,77.575402,31,Male,45,Male,Night,Winter,0,No,4.64,No,No,No
CASE00372,2020-04-02,Theft,Southeast,12.918639,77.692986,33,Male,64,Male,Night,Summer,1,No,1.36,No,No,No
CASE00373,2020-04-03,Theft,East,12.982099,77.554708,22,Female,53,Female,Afternoon,Summer,3,Yes,3.45,No,No,Yes
CASE00374,2020-04-03,Vandalism,West,12.932667,77.579932,60,Male,36,Female,Afternoon,Autumn,5,No,4.61,Yes,No,No
CASE00375,2020-04-03,Theft,Southeast,12.944356,77.696572,51,Male,63,Male,Afternoon,Summer,5,No,5.3,No,No,No
CASE00376,2020-04-03,Assault,North,12.963511,77.607294,56,Male,57,Male,Morning,Winter,0,Yes,5.89,Yes,Yes,No
CASE00377,2020-04-04,Drug Offense,Northeast,12.951878,77.600526,45,Male,39,Male,Morning,Winter,7,Yes,3.47,Yes,Yes,No
CASE00378,2020-04-04,Theft,North,12.917518,77.551556,57,Female,48,Unknown,Night,Winter,1,Yes,5.71,No,No,No
CASE00379,2020-04-04,Drug Offense,North,12.917983,77.640273,56,Male,22,Female,Afternoon,Spring,4,No,5.58,Yes,No,No
CASE00380,2020-04-04,Assault,Southeast,12.93865,77.502875,22,Female,25,Male,Night,Autumn,3,Yes,3.85,Yes,No,No
CASE00381,2020-04-05,Theft,West,12.910112,77.509903,30,Male,53,Male,Night,Winter,4,No,8.47,Yes,No,No
CASE00382,2020-04-05,Vandalism,North,13.025291,77.619872,55,Male,36,Male,Night,Summer,4,No,5.91,Yes,No,No
CASE00383,2020-04-05,Fraud,Downtown,12.957465,77.568335,34,Male,54,Male,Morning,Summer,9,No,3.99,No,Yes,No
CASE00384,2020-04-05,Homicide,Northwest,12.955949,77.690663,58,Male,44,Male,Afternoon,Summer,7,No,9.53,No,No,Yes
CASE00385,2020-04-06,Vandalism,Central,12.9664,77.680638,52,Male,37,Female,Night,Winter,9,No,8.61,No,Yes,No
CASE00386,2020-04-06,Drug Offense,Central,13.032559,77.642741,17,Female,16,Unknown,Morning,Winter,6,No,9.84,No,Yes,Yes
CASE00387,2020-04-06,Assault,North,13.074127,77.663629,57,Male,71,Male,Evening,Summer,8,No,7.23,No,No,No
CASE00388,2020-04-06,Theft,Downtown,13.051817,77.633466,63,Male,60,Male,Evening,Winter,0,No,4.4,No,Yes,Yes
CASE00389,2020-04-07,Drug Offense,Northeast,13.045506,77.525116,28,Female,55,Male,Night,Summer,5,No,3.53,Yes,No,Yes
CASE00390,2020-04-07,Drug Offense,Southwest,12.996878,77.653109,55,Unknown,29,Male,Night,Spring,5,Yes,6.97,No,No,Yes
CASE00391,2020-04-07,Kidnapping,Southwest,13.038761,77.542038,56,Male,47,Male,Afternoon,Winter,1,Yes,9.83,Yes,No,Yes
CASE00392,2020-04-07,Burglary,Southeast,13.010552,77.564689,58,Male,70,Male,Afternoon,Spring,7,No,6.64,No,Yes,No
CASE00393,2020-04-08,Burglary,Central,12.94325,77.663847,58,Male,41,Male,Night,Spring,5,No,8.93,Yes,No,No
CASE00394,2020-04-08,Drug Offense,North,12.941718,77.607305,46,Male,35,Female,Morning,Winter,9,No,3.96,No,No,Yes
CASE00395,2020-04-08,Assault,Southwest,12.959278,77.671988,31,Unknown,67,Female,Night,Summer,8,Yes,4.66,No,No,No
CASE00396,2020-04-08,Sexual Offense,North,13.082161,77.542607,57,Male,48,Female,Afternoon,Autumn,9,No,9.16,No,No,No
CASE00397,2020-04-09,Homicide,Southeast,13.009483,77.621556,59,Male,29,Male,Afternoon,Spring,4,Yes,7.81,No,No,Yes
CASE00398,2020-04-09,Burglary,Central,13.046781,77.516758,21,Unknown,59,Female,Morning,Winter,6,No,9.83,Yes,No,No
CASE00399,2020-04-09,Drug Offense,East,12.969312,77.628612,43,Female,61,Unknown,Night,Spring,5,Yes,7.97,Yes,No,No
CASE00400,2020-04-09,Drug Offense,Northwest,12.981543,77.652507,47,Male,31,Male,Afternoon,Summer,4,No,5.04,Yes,No,No
CASE00401,2020-04-10,Theft,Northwest,12.925113,77.616986,59,Female,62,Male,Night,Winter,5,No,5.78,Yes,No,No
CASE00402,2020-04-10,Sexual Offense,Southwest,12.934259,77.553246,25,Male,75,Female,Afternoon,Autumn,3,No,9.1,Yes,No,No
CASE00403,2020-04-10,Robbery,Northwest,13.065471,77.506269,33,Male,52,Male,Evening,Winter,2,No,5.96,Yes,No,No
CASE00404,2020-04-10,Drug Offense,East,13.016968,77.52389,19,Female,32,Male,Evening,Spring,0,No,3.3,Yes,Yes,No
CASE00405,2020-04-11,Assault,North,12.967506,77.624461,24,Male,73,Female,Evening,Winter,0,No,4.92,No,No,No
CASE00406,2020-04-11,Sexual Offense,Southeast,13.06057,77.686884,22,Male,18,Female,Afternoon,Winter,5,No,5.65,No,Yes,No
CASE00407,2020-04-11,Burglary,East,12.949304,77.541307,23,Male,16,Male,Morning,Spring,8,Yes,1.87,Yes,No,No
